TOD,Scenario,Station_Name,Ridership_Number,lat,lon
pm,Ridership_2017_observed,Bayshore,289850,37.707716194010786,-122.40181692100869
pm,Ridership_2017_observed,Belmont,308326,37.52120335901958,-122.27624353516848
pm,Ridership_2017_observed,Blossom Hill,15593,37.252451211010396,-121.79772696072882
pm,Ridership_2017_observed,Broadway,322462,37.58728824070041,-122.36206316363042
pm,Ridership_2017_observed,Burlingame,328972,37.579784239598354,-122.34406869702896
pm,Ridership_2017_observed,California Ave,323981,37.428924920324114,-122.14130909428673
pm,Ridership_2017_observed,Capitol,17329,37.28400149341915,-121.84184124217718
pm,Ridership_2017_observed,College Park,159216,37.34287482384451,-121.91566711874347
pm,Ridership_2017_observed,Gilroy,5239,37.004510163602646,-121.56675298501878
pm,Ridership_2017_observed,Hayward Park,321315,37.5529445877276,-122.30942618742424
pm,Ridership_2017_observed,Hillsdale,336226,37.54157217114981,-122.30068921820495
pm,Ridership_2017_observed,Lawrence,187116,37.37054208586365,-121.99678611573393
pm,Ridership_2017_observed,Menlo Park,313255,37.45481747441266,-122.18234505381756
pm,Ridership_2017_observed,Millbrae,332568,37.60005813774365,-122.38716357110485
pm,Ridership_2017_observed,Morgan Hill,12741,37.12973319634205,-121.650645664784
pm,Ridership_2017_observed,Mountain View,313348,37.39445754646227,-122.07593286878692
pm,Ridership_2017_observed,Palo Alto,344782,37.44319218110702,-122.16441235036379
pm,Ridership_2017_observed,Redwood City,332289,37.48575969310709,-122.23136195740514
pm,Ridership_2017_observed,San Antonio,316293,37.407509282199506,-122.10751724793137
pm,Ridership_2017_observed,San Bruno,299429,37.630742889729746,-122.41180196248293
pm,Ridership_2017_observed,San Carlos,312108,37.50812619416385,-122.26029797578131
pm,Ridership_2017_observed,San Jose Diridon,159650,37.32973433784033,-121.90337965869688
pm,Ridership_2017_observed,San Martin,7254,37.08595316953493,-121.61044251655308
pm,Ridership_2017_observed,San Mateo,336381,37.5681603459612,-122.32391967532075
pm,Ridership_2017_observed,Santa Clara,178467,37.353207282614996,-121.93549376712492
pm,Ridership_2017_observed,South San Francisco,296329,37.65434311314393,-122.40632367452082
pm,Ridership_2017_observed,Sunnyvale,259067,37.37884425148521,-122.03140710781794
pm,Ridership_2017_observed,Tamien,47554,37.31274326682811,-121.88475697613043
pm,Ridership_2017_observed,Transbay,0,37.789051867125714,-122.39702424974188
pm,Ridership_2040_HSR2,22nd St,792701,37.757576360740146,-122.39241209707016
pm,Ridership_2040_HSR2,4th and King,764305,37.77673761681249,-122.39494716886722
pm,Ridership_2040_HSR2,Atherton,740404,37.46447556254199,-122.19767440578178
pm,Ridership_2040_HSR2,Bayshore,809348,37.707716194010786,-122.40181692100869
pm,Ridership_2040_HSR2,Belmont,783959,37.52120335901958,-122.27624353516848
pm,Ridership_2040_HSR2,Blossom Hill,30256,37.252451211010396,-121.79772696072882
pm,Ridership_2040_HSR2,Broadway,836876,37.58728824070041,-122.36206316363042
pm,Ridership_2040_HSR2,Burlingame,834675,37.579784239598354,-122.34406869702896
pm,Ridership_2040_HSR2,California Ave,753951,37.428924920324114,-122.14130909428673
pm,Ridership_2040_HSR2,Capitol,39277,37.28400149341915,-121.84184124217718
pm,Ridership_2040_HSR2,College Park,326213,37.34287482384451,-121.91566711874347
pm,Ridership_2040_HSR2,Gilroy,7037,37.004510163602646,-121.56675298501878
pm,Ridership_2040_HSR2,Hayward Park,815455,37.5529445877276,-122.30942618742424
pm,Ridership_2040_HSR2,Hillsdale,850113,37.54157217114981,-122.30068921820495
pm,Ridership_2040_HSR2,Lawrence,461869,37.37054208586365,-121.99678611573393
pm,Ridership_2040_HSR2,Menlo Park,746790,37.45481747441266,-122.18234505381756
pm,Ridership_2040_HSR2,Millbrae,884554,37.60005813774365,-122.38716357110485
pm,Ridership_2040_HSR2,Morgan Hill,18383,37.12973319634205,-121.650645664784
pm,Ridership_2040_HSR2,Mountain View,728345,37.39445754646227,-122.07593286878692
pm,Ridership_2040_HSR2,Palo Alto,820570,37.44319218110702,-122.16441235036379
pm,Ridership_2040_HSR2,Redwood City,810557,37.48575969310709,-122.23136195740514
pm,Ridership_2040_HSR2,San Antonio,715945,37.407509282199506,-122.10751724793137
pm,Ridership_2040_HSR2,San Bruno,813161,37.630742889729746,-122.41180196248293
pm,Ridership_2040_HSR2,San Carlos,791337,37.50812619416385,-122.26029797578131
pm,Ridership_2040_HSR2,San Jose Diridon,329530,37.32973433784033,-121.90337965869688
pm,Ridership_2040_HSR2,San Martin,7037,37.08595316953493,-121.61044251655308
pm,Ridership_2040_HSR2,San Mateo,841898,37.5681603459612,-122.32391967532075
pm,Ridership_2040_HSR2,Santa Clara,375379,37.353207282614996,-121.93549376712492
pm,Ridership_2040_HSR2,South San Francisco,819857,37.65434311314393,-122.40632367452082
pm,Ridership_2040_HSR2,Sunnyvale,608530,37.37884425148521,-122.03140710781794
pm,Ridership_2040_HSR2,Tamien,105152,37.31274326682811,-121.88475697613043
pm,Ridership_2040_HSR2,Transbay,427800,37.789051867125714,-122.39702424974188
pm,Ridership_2040_high,22nd St,937812,37.757576360740146,-122.39241209707016
pm,Ridership_2040_high,4th and King,863257,37.77673761681249,-122.39494716886722
pm,Ridership_2040_high,Atherton,994418,37.46447556254199,-122.19767440578178
pm,Ridership_2040_high,Bayshore,951731,37.707716194010786,-122.40181692100869
pm,Ridership_2040_high,Belmont,1022008,37.52120335901958,-122.27624353516848
pm,Ridership_2040_high,Blossom Hill,61752,37.252451211010396,-121.79772696072882
pm,Ridership_2040_high,Broadway,1008895,37.58728824070041,-122.36206316363042
pm,Ridership_2040_high,Burlingame,1021884,37.579784239598354,-122.34406869702896
pm,Ridership_2040_high,California Ave,983661,37.428924920324114,-122.14130909428673
pm,Ridership_2040_high,Capitol,91233,37.28400149341915,-121.84184124217718
pm,Ridership_2040_high,College Park,421724,37.34287482384451,-121.91566711874347
pm,Ridership_2040_high,Gilroy,7378,37.004510163602646,-121.56675298501878
pm,Ridership_2040_high,Hayward Park,1039771,37.5529445877276,-122.30942618742424
pm,Ridership_2040_high,Hillsdale,1091975,37.54157217114981,-122.30068921820495
pm,Ridership_2040_high,Lawrence,589837,37.37054208586365,-121.99678611573393
pm,Ridership_2040_high,Menlo Park,1002881,37.45481747441266,-122.18234505381756
pm,Ridership_2040_high,Millbrae,1052481,37.60005813774365,-122.38716357110485
pm,Ridership_2040_high,Morgan Hill,19220,37.12973319634205,-121.650645664784
pm,Ridership_2040_high,Mountain View,941718,37.39445754646227,-122.07593286878692
pm,Ridership_2040_high,Palo Alto,1067113,37.44319218110702,-122.16441235036379
pm,Ridership_2040_high,Redwood City,1094951,37.48575969310709,-122.23136195740514
pm,Ridership_2040_high,San Antonio,932790,37.407509282199506,-122.10751724793137
pm,Ridership_2040_high,San Bruno,985149,37.630742889729746,-122.41180196248293
pm,Ridership_2040_high,San Carlos,1059053,37.50812619416385,-122.26029797578131
pm,Ridership_2040_high,San Jose Diridon,427180,37.32973433784033,-121.90337965869688
pm,Ridership_2040_high,San Martin,7378,37.08595316953493,-121.61044251655308
pm,Ridership_2040_high,San Mateo,1044204,37.5681603459612,-122.32391967532075
pm,Ridership_2040_high,Santa Clara,485801,37.353207282614996,-121.93549376712492
pm,Ridership_2040_high,South San Francisco,996774,37.65434311314393,-122.40632367452082
pm,Ridership_2040_high,Sunnyvale,803179,37.37884425148521,-122.03140710781794
pm,Ridership_2040_high,Tamien,187519,37.31274326682811,-121.88475697613043
pm,Ridership_2040_high,Transbay,417725,37.789051867125714,-122.39702424974188
pm,Ridership_2040_moderate,22nd St,848625,37.757576360740146,-122.39241209707016
pm,Ridership_2040_moderate,4th and King,815114,37.77673761681249,-122.39494716886722
pm,Ridership_2040_moderate,Atherton,849493,37.46447556254199,-122.19767440578178
pm,Ridership_2040_moderate,Bayshore,859537,37.707716194010786,-122.40181692100869
pm,Ridership_2040_moderate,Belmont,884895,37.52120335901958,-122.27624353516848
pm,Ridership_2040_moderate,Blossom Hill,47213,37.252451211010396,-121.79772696072882
pm,Ridership_2040_moderate,Broadway,904239,37.58728824070041,-122.36206316363042
pm,Ridership_2040_moderate,Burlingame,910842,37.579784239598354,-122.34406869702896
pm,Ridership_2040_moderate,California Ave,856933,37.428924920324114,-122.14130909428673
pm,Ridership_2040_moderate,Capitol,72478,37.28400149341915,-121.84184124217718
pm,Ridership_2040_moderate,College Park,367660,37.34287482384451,-121.91566711874347
pm,Ridership_2040_moderate,Gilroy,4464,37.004510163602646,-121.56675298501878
pm,Ridership_2040_moderate,Hayward Park,907959,37.5529445877276,-122.30942618742424
pm,Ridership_2040_moderate,Hillsdale,949623,37.54157217114981,-122.30068921820495
pm,Ridership_2040_moderate,Lawrence,505703,37.37054208586365,-121.99678611573393
pm,Ridership_2040_moderate,Menlo Park,864063,37.45481747441266,-122.18234505381756
pm,Ridership_2040_moderate,Millbrae,949685,37.60005813774365,-122.38716357110485
pm,Ridership_2040_moderate,Morgan Hill,14136,37.12973319634205,-121.650645664784
pm,Ridership_2040_moderate,Mountain View,809441,37.39445754646227,-122.07593286878692
pm,Ridership_2040_moderate,Palo Alto,911989,37.44319218110702,-122.16441235036379
pm,Ridership_2040_moderate,Redwood City,926807,37.48575969310709,-122.23136195740514
pm,Ridership_2040_moderate,San Antonio,802931,37.407509282199506,-122.10751724793137
pm,Ridership_2040_moderate,San Bruno,889080,37.630742889729746,-122.41180196248293
pm,Ridership_2040_moderate,San Carlos,897388,37.50812619416385,-122.26029797578131
pm,Ridership_2040_moderate,San Jose Diridon,371380,37.32973433784033,-121.90337965869688
pm,Ridership_2040_moderate,San Martin,4464,37.08595316953493,-121.61044251655308
pm,Ridership_2040_moderate,San Mateo,908889,37.5681603459612,-122.32391967532075
pm,Ridership_2040_moderate,Santa Clara,431520,37.353207282614996,-121.93549376712492
pm,Ridership_2040_moderate,South San Francisco,901263,37.65434311314393,-122.40632367452082
pm,Ridership_2040_moderate,Sunnyvale,689068,37.37884425148521,-122.03140710781794
pm,Ridership_2040_moderate,Tamien,143220,37.31274326682811,-121.88475697613043
pm,Ridership_2040_moderate,Transbay,452321,37.789051867125714,-122.39702424974188
wknd,Ridership_2017_observed,22nd St,121613,37.757576360740146,-122.39241209707016
wknd,Ridership_2017_observed,4th and King,112654,37.77673761681249,-122.39494716886722
wknd,Ridership_2017_observed,Atherton,132494,37.46447556254199,-122.19767440578178
wknd,Ridership_2017_observed,Bayshore,124806,37.707716194010786,-122.40181692100869
wknd,Ridership_2017_observed,Belmont,146878,37.52120335901958,-122.27624353516848
wknd,Ridership_2017_observed,Blossom Hill,0,37.252451211010396,-121.79772696072882
wknd,Ridership_2017_observed,Broadway,153450,37.58728824070041,-122.36206316363042
wknd,Ridership_2017_observed,Burlingame,154752,37.579784239598354,-122.34406869702896
wknd,Ridership_2017_observed,California Ave,109027,37.428924920324114,-122.14130909428673
wknd,Ridership_2017_observed,Capitol,0,37.28400149341915,-121.84184124217718
wknd,Ridership_2017_observed,College Park,36239,37.34287482384451,-121.91566711874347
wknd,Ridership_2017_observed,Gilroy,0,37.004510163602646,-121.56675298501878
wknd,Ridership_2017_observed,Hayward Park,151063,37.5529445877276,-122.30942618742424
wknd,Ridership_2017_observed,Hillsdale,153698,37.54157217114981,-122.30068921820495
wknd,Ridership_2017_observed,Lawrence,52297,37.37054208586365,-121.99678611573393
wknd,Ridership_2017_observed,Menlo Park,134974,37.45481747441266,-122.18234505381756
wknd,Ridership_2017_observed,Millbrae,153760,37.60005813774365,-122.38716357110485
wknd,Ridership_2017_observed,Morgan Hill,0,37.12973319634205,-121.650645664784
wknd,Ridership_2017_observed,Mountain View,97867,37.39445754646227,-122.07593286878692
wknd,Ridership_2017_observed,Palo Alto,136307,37.44319218110702,-122.16441235036379
wknd,Ridership_2017_observed,Redwood City,148955,37.48575969310709,-122.23136195740514
wknd,Ridership_2017_observed,San Antonio,101401,37.407509282199506,-122.10751724793137
wknd,Ridership_2017_observed,San Bruno,129518,37.630742889729746,-122.41180196248293
wknd,Ridership_2017_observed,San Carlos,144956,37.50812619416385,-122.26029797578131
wknd,Ridership_2017_observed,San Jose Diridon,36239,37.32973433784033,-121.90337965869688
wknd,Ridership_2017_observed,San Martin,0,37.08595316953493,-121.61044251655308
wknd,Ridership_2017_observed,San Mateo,156333,37.5681603459612,-122.32391967532075
wknd,Ridership_2017_observed,Santa Clara,47492,37.353207282614996,-121.93549376712492
wknd,Ridership_2017_observed,South San Francisco,126790,37.65434311314393,-122.40632367452082
wknd,Ridership_2017_observed,Sunnyvale,73594,37.37884425148521,-122.03140710781794
wknd,Ridership_2017_observed,Tamien,0,37.31274326682811,-121.88475697613043
wknd,Ridership_2017_observed,Transbay,0,37.789051867125714,-122.39702424974188
wknd,Ridership_2040_HSR2,22nd St,378417,37.757576360740146,-122.39241209707016
wknd,Ridership_2040_HSR2,4th and King,352408,37.77673761681249,-122.39494716886722
wknd,Ridership_2040_HSR2,Atherton,282596,37.46447556254199,-122.19767440578178
wknd,Ridership_2040_HSR2,Bayshore,400489,37.707716194010786,-122.40181692100869
wknd,Ridership_2040_HSR2,Belmont,308078,37.52120335901958,-122.27624353516848
wknd,Ridership_2040_HSR2,Blossom Hill,0,37.252451211010396,-121.79772696072882
wknd,Ridership_2040_HSR2,Broadway,387469,37.58728824070041,-122.36206316363042
wknd,Ridership_2040_HSR2,Burlingame,379719,37.579784239598354,-122.34406869702896
wknd,Ridership_2040_HSR2,California Ave,240467,37.428924920324114,-122.14130909428673
wknd,Ridership_2040_HSR2,Capitol,0,37.28400149341915,-121.84184124217718
wknd,Ridership_2040_HSR2,College Park,110546,37.34287482384451,-121.91566711874347
wknd,Ridership_2040_HSR2,Gilroy,0,37.004510163602646,-121.56675298501878
wknd,Ridership_2040_HSR2,Hayward Park,351850,37.5529445877276,-122.30942618742424
wknd,Ridership_2040_HSR2,Hillsdale,355012,37.54157217114981,-122.30068921820495
wknd,Ridership_2040_HSR2,Lawrence,149606,37.37054208586365,-121.99678611573393
wknd,Ridership_2040_HSR2,Menlo Park,286192,37.45481747441266,-122.18234505381756
wknd,Ridership_2040_HSR2,Millbrae,415245,37.60005813774365,-122.38716357110485
wknd,Ridership_2040_HSR2,Morgan Hill,0,37.12973319634205,-121.650645664784
wknd,Ridership_2040_HSR2,Mountain View,229741,37.39445754646227,-122.07593286878692
wknd,Ridership_2040_HSR2,Palo Alto,316789,37.44319218110702,-122.16441235036379
wknd,Ridership_2040_HSR2,Redwood City,323609,37.48575969310709,-122.23136195740514
wknd,Ridership_2040_HSR2,San Antonio,228284,37.407509282199506,-122.10751724793137
wknd,Ridership_2040_HSR2,San Bruno,387159,37.630742889729746,-122.41180196248293
wknd,Ridership_2040_HSR2,San Carlos,304885,37.50812619416385,-122.26029797578131
wknd,Ridership_2040_HSR2,San Jose Diridon,110546,37.32973433784033,-121.90337965869688
wknd,Ridership_2040_HSR2,San Martin,0,37.08595316953493,-121.61044251655308
wknd,Ridership_2040_HSR2,San Mateo,375441,37.5681603459612,-122.32391967532075
wknd,Ridership_2040_HSR2,Santa Clara,129828,37.353207282614996,-121.93549376712492
wknd,Ridership_2040_HSR2,South San Francisco,402256,37.65434311314393,-122.40632367452082
wknd,Ridership_2040_HSR2,Sunnyvale,184884,37.37884425148521,-122.03140710781794
wknd,Ridership_2040_HSR2,Tamien,20398,37.31274326682811,-121.88475697613043
wknd,Ridership_2040_HSR2,Transbay,185349,37.789051867125714,-122.39702424974188
wknd,Ridership_2040_high,22nd St,582676,37.757576360740146,-122.39241209707016
wknd,Ridership_2040_high,4th and King,550467,37.77673761681249,-122.39494716886722
wknd,Ridership_2040_high,Atherton,454894,37.46447556254199,-122.19767440578178
wknd,Ridership_2040_high,Bayshore,616032,37.707716194010786,-122.40181692100869
wknd,Ridership_2040_high,Belmont,483724,37.52120335901958,-122.27624353516848
wknd,Ridership_2040_high,Blossom Hill,17422,37.252451211010396,-121.79772696072882
wknd,Ridership_2040_high,Broadway,561317,37.58728824070041,-122.36206316363042
wknd,Ridership_2040_high,Burlingame,557535,37.579784239598354,-122.34406869702896
wknd,Ridership_2040_high,California Ave,352253,37.428924920324114,-122.14130909428673
wknd,Ridership_2040_high,Capitol,24800,37.28400149341915,-121.84184124217718
wknd,Ridership_2040_high,College Park,178126,37.34287482384451,-121.91566711874347
wknd,Ridership_2040_high,Gilroy,2573,37.004510163602646,-121.56675298501878
wknd,Ridership_2040_high,Hayward Park,536486,37.5529445877276,-122.30942618742424
wknd,Ridership_2040_high,Hillsdale,546902,37.54157217114981,-122.30068921820495
wknd,Ridership_2040_high,Lawrence,225308,37.37054208586365,-121.99678611573393
wknd,Ridership_2040_high,Menlo Park,458800,37.45481747441266,-122.18234505381756
wknd,Ridership_2040_high,Millbrae,600253,37.60005813774365,-122.38716357110485
wknd,Ridership_2040_high,Morgan Hill,8432,37.12973319634205,-121.650645664784
wknd,Ridership_2040_high,Mountain View,337683,37.39445754646227,-122.07593286878692
wknd,Ridership_2040_high,Palo Alto,492962,37.44319218110702,-122.16441235036379
wknd,Ridership_2040_high,Redwood City,514879,37.48575969310709,-122.23136195740514
wknd,Ridership_2040_high,San Antonio,335172,37.407509282199506,-122.10751724793137
wknd,Ridership_2040_high,San Bruno,578119,37.630742889729746,-122.41180196248293
wknd,Ridership_2040_high,San Carlos,482143,37.50812619416385,-122.26029797578131
wknd,Ridership_2040_high,San Jose Diridon,180358,37.32973433784033,-121.90337965869688
wknd,Ridership_2040_high,San Martin,2573,37.08595316953493,-121.61044251655308
wknd,Ridership_2040_high,San Mateo,554838,37.5681603459612,-122.32391967532075
wknd,Ridership_2040_high,Santa Clara,204569,37.353207282614996,-121.93549376712492
wknd,Ridership_2040_high,South San Francisco,629796,37.65434311314393,-122.40632367452082
wknd,Ridership_2040_high,Sunnyvale,279496,37.37884425148521,-122.03140710781794
wknd,Ridership_2040_high,Tamien,59117,37.31274326682811,-121.88475697613043
wknd,Ridership_2040_high,Transbay,329592,37.789051867125714,-122.39702424974188
wknd,Ridership_2040_moderate,22nd St,568478,37.757576360740146,-122.39241209707016
wknd,Ridership_2040_moderate,4th and King,548576,37.77673761681249,-122.39494716886722
wknd,Ridership_2040_moderate,Atherton,424390,37.46447556254199,-122.19767440578178
wknd,Ridership_2040_moderate,Bayshore,604066,37.707716194010786,-122.40181692100869
wknd,Ridership_2040_moderate,Belmont,453561,37.52120335901958,-122.27624353516848
wknd,Ridership_2040_moderate,Blossom Hill,14074,37.252451211010396,-121.79772696072882
wknd,Ridership_2040_moderate,Broadway,535804,37.58728824070041,-122.36206316363042
wknd,Ridership_2040_moderate,Burlingame,531526,37.579784239598354,-122.34406869702896
wknd,Ridership_2040_moderate,California Ave,323640,37.428924920324114,-122.14130909428673
wknd,Ridership_2040_moderate,Capitol,20305,37.28400149341915,-121.84184124217718
wknd,Ridership_2040_moderate,College Park,159960,37.34287482384451,-121.91566711874347
wknd,Ridership_2040_moderate,Gilroy,1798,37.004510163602646,-121.56675298501878
wknd,Ridership_2040_moderate,Hayward Park,513515,37.5529445877276,-122.30942618742424
wknd,Ridership_2040_moderate,Hillsdale,523652,37.54157217114981,-122.30068921820495
wknd,Ridership_2040_moderate,Lawrence,203422,37.37054208586365,-121.99678611573393
wknd,Ridership_2040_moderate,Menlo Park,427924,37.45481747441266,-122.18234505381756
wknd,Ridership_2040_moderate,Millbrae,576197,37.60005813774365,-122.38716357110485
wknd,Ridership_2040_moderate,Morgan Hill,6386,37.12973319634205,-121.650645664784
wknd,Ridership_2040_moderate,Mountain View,312976,37.39445754646227,-122.07593286878692
wknd,Ridership_2040_moderate,Palo Alto,463047,37.44319218110702,-122.16441235036379
wknd,Ridership_2040_moderate,Redwood City,485646,37.48575969310709,-122.23136195740514
wknd,Ridership_2040_moderate,San Antonio,308047,37.407509282199506,-122.10751724793137
wknd,Ridership_2040_moderate,San Bruno,562836,37.630742889729746,-122.41180196248293
wknd,Ridership_2040_moderate,San Carlos,450523,37.50812619416385,-122.26029797578131
wknd,Ridership_2040_moderate,San Jose Diridon,160580,37.32973433784033,-121.90337965869688
wknd,Ridership_2040_moderate,San Martin,1798,37.08595316953493,-121.61044251655308
wknd,Ridership_2040_moderate,San Mateo,524923,37.5681603459612,-122.32391967532075
wknd,Ridership_2040_moderate,Santa Clara,184512,37.353207282614996,-121.93549376712492
wknd,Ridership_2040_moderate,South San Francisco,616156,37.65434311314393,-122.40632367452082
wknd,Ridership_2040_moderate,Sunnyvale,256370,37.37884425148521,-122.03140710781794
wknd,Ridership_2040_moderate,Tamien,44981,37.31274326682811,-121.88475697613043
wknd,Ridership_2040_moderate,Transbay,330212,37.789051867125714,-122.39702424974188
